title,link,AIRev1_score,AIRev2_score,AIRev3_score,Human_score,status,hypothesis_development_label,experimental_design,data_analysis,writing,primary_topic,secondary_topic,openreview_link,forum_id,authors,supplementary_link,code_link
SHARP: Cascaded Regex-LLM Architecture for Phishing Detection,https://openreview.net/forum?id=EwXxI9mF4d,2.0,6.0,4.0,2.0,rejected,C,C,C,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=EwXxI9mF4d,EwXxI9mF4d,,,
AgentAdapter-TimesFM: Agentic Residual Adapters for Scientific Time-Series Forecasting,https://openreview.net/forum?id=ud9cRk9yBM,2.0,6.0,3.0,,rejected,D,C,C,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=ud9cRk9yBM,ud9cRk9yBM,,,
DinoV3âLSTM for Early-Stage Classification of Paroxysmal Atrial Fibrillation in ECGs Toward Prediction,https://openreview.net/forum?id=udPANfLJBW,2.0,3.0,2.0,,rejected,B,C,C,D,Interdisciplinary,Biomedical Engineering,https://openreview.net/forum?id=udPANfLJBW,udPANfLJBW,,,
Computation of Sixth-Order Strong Coupling Expansion Coefficient for the Fermi-Hubbard Model on Honeycomb Lattice,https://openreview.net/forum?id=nRK2lFl77R,2.0,1.0,3.0,,rejected,D,D,D,D,Natural Sciences,Physics,https://openreview.net/forum?id=nRK2lFl77R,nRK2lFl77R,,,
Synthetic Realism in Finance: A High-Fidelity Market Simulation with Adaptive LLM Agents,https://openreview.net/forum?id=qSmh66KJR4,2.0,6.0,3.0,,rejected,A,B,B,B,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=qSmh66KJR4,qSmh66KJR4,,,
Modular and Hybrid Frameworks for LLM-Based Agents in Complex Strategy Games: An Empirical Study in Slay the Spire,https://openreview.net/forum?id=gC3D2ESSyK,2.0,4.0,4.0,,rejected,C,C,C,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=gC3D2ESSyK,gC3D2ESSyK,,,
TensorCompress: Next-Generation Model Compression via Tensor Program Synthesis Beyond Quantization,https://openreview.net/forum?id=aSlhaqLbL1,1.0,1.0,1.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=aSlhaqLbL1,aSlhaqLbL1,,,
Breaking Points: How Transformer Vulnerabilities Reveal Paths to Faster Inference,https://openreview.net/forum?id=U4q6HXFvKn,1.0,6.0,4.0,,rejected,C,D,C,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=U4q6HXFvKn,U4q6HXFvKn,,,
AGIArch: A Unified Hierarchical Architecture for Artificial General Intelligence,https://openreview.net/forum?id=aMep22Wzw7,1.0,1.0,1.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=aMep22Wzw7,aMep22Wzw7,,,
ChainML: Byzantine-Resilient Decentralized AI Training with Blockchain-Orchestrated Federated Learning,https://openreview.net/forum?id=5qYADa1lbX,2.0,2.0,3.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=5qYADa1lbX,5qYADa1lbX,,,
Uncertainty-Guided Agents for Rare-Disease Hypothesis Discovery on Knowledge Graphs,https://openreview.net/forum?id=2qm4sB6BbS,3.0,6.0,3.0,2.0,rejected,A,B,A,B,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=2qm4sB6BbS,2qm4sB6BbS,,,
Fairness-Aware Classification with Synthetic Tabular Data,https://openreview.net/forum?id=W9TBkcaRLJ,2.0,5.0,3.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=W9TBkcaRLJ,W9TBkcaRLJ,,,
The Double Helix of Productivity: A Comprehensive Framework for Understanding and Mitigating Technostress from Generative AI Agents in the Scientific Workplace,https://openreview.net/forum?id=HeVPOpanJT,3.0,6.0,3.0,1.0,rejected,B,A,B,B,Social Sciences,Psychology,https://openreview.net/forum?id=HeVPOpanJT,HeVPOpanJT,,,
Robust Time-Series Anomaly Detection for AGI System Monitoring: A Hybrid Neural-Statistical Approach,https://openreview.net/forum?id=u4i2vyJVqe,2.0,6.0,3.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=u4i2vyJVqe,u4i2vyJVqe,,,
Discovering Domain-Adaptive Multimodal Design Principles Through Computational Systematic Review,https://openreview.net/forum?id=FYYCrBCTgk,2.0,3.0,2.0,,rejected,D,D,D,C,Social Sciences,Education,https://openreview.net/forum?id=FYYCrBCTgk,FYYCrBCTgk,,,
Computational Analysis of Cryptographic Hash Function Performance and Security,https://openreview.net/forum?id=Y3Mn3UkPcz,1.0,2.0,2.0,,rejected,B,B,B,B,Computer & Data Sciences,Software & Systems,https://openreview.net/forum?id=Y3Mn3UkPcz,Y3Mn3UkPcz,,,
Interpretable by Design: Boosting Neural Network Performance with Rule-Augmented Features,https://openreview.net/forum?id=73EbNDKArc,2.0,5.0,3.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=73EbNDKArc,73EbNDKArc,,,
The Digital Inbreeding Crisis: Empirical Evidence of LLM Capability Degradation under Multi-Generational Synthetic Training,https://openreview.net/forum?id=X26I2fwt3f,2.0,5.0,4.0,,rejected,C,C,C,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=X26I2fwt3f,X26I2fwt3f,,,
Neural Reaction-Diffusion Operators for Spatially Heterogeneous Tumor Modeling,https://openreview.net/forum?id=Jxp7TqMCAi,2.0,6.0,4.0,2.0,rejected,D,D,C,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=Jxp7TqMCAi,Jxp7TqMCAi,,,
Ground-State Energy Calculation of Metallic Hydrogen Using Local Density Approximation (LDA),https://openreview.net/forum?id=ZHFdsEbBVu,2.0,1.0,2.0,,rejected,D,D,D,D,Natural Sciences,Physics,https://openreview.net/forum?id=ZHFdsEbBVu,ZHFdsEbBVu,,,
Ab Initio Calculation and Theoretical Construction of the First Excitation Energy of Lithium Atom,https://openreview.net/forum?id=8V0TGsJHg4,2.0,2.0,2.0,,rejected,D,D,D,D,Natural Sciences,Physics,https://openreview.net/forum?id=8V0TGsJHg4,8V0TGsJHg4,,,
Restoring Hover on Touchscreens Using a Mouse Pointer,https://openreview.net/forum?id=I9plFigPxl,2.0,3.0,2.0,,rejected,A,B,B,B,Computer & Data Sciences,HumanâComputer Interaction,https://openreview.net/forum?id=I9plFigPxl,I9plFigPxl,,,
Synthetic Medical Imaging with Pathology-Aware  Variational Autoencoders,https://openreview.net/forum?id=7zAuPR82do,2.0,2.0,3.0,,rejected,B,B,B,B,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=7zAuPR82do,7zAuPR82do,,,
AI-Driven Discovery of Temporal-Demographic  Interactions in Emergency Department Care Delivery:  AMulti-Agent Collaborative Analysis of Healthcare  Equity Patterns,https://openreview.net/forum?id=x8R9TaMNv3,2.0,1.0,3.0,,rejected,D,D,D,C,Life & Health Sciences,Medicine & Health,https://openreview.net/forum?id=x8R9TaMNv3,x8R9TaMNv3,,,
Information-Efficient Transformers via Adaptive Token Pruning,https://openreview.net/forum?id=TX4BUsNGsA,2.0,3.0,3.0,,rejected,B,B,B,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=TX4BUsNGsA,TX4BUsNGsA,,,
A Decision Matrix for Optimal Matching of Biological Systems to Microgravity Simulation Platforms,https://openreview.net/forum?id=vXVQbDoYbP,1.0,2.0,3.0,,rejected,B,A,A,B,Life & Health Sciences,Biology,https://openreview.net/forum?id=vXVQbDoYbP,vXVQbDoYbP,,,
Predictive Modeling of Grapevine Red Blotch Disease Using Multi-Temporal Remote Sensing and Spatial Epidemiology,https://openreview.net/forum?id=5HqxSctSmB,2.0,4.0,2.0,,rejected,D,D,D,C,Life & Health Sciences,Agriculture & Ecology,https://openreview.net/forum?id=5HqxSctSmB,5HqxSctSmB,,,
Overcoming Combinatorial Explosion in Alloy Design via Hierarchical Multi-Agent Systems,https://openreview.net/forum?id=kreJgMPdtf,1.0,4.0,3.0,,rejected,D,D,C,D,Engineering & Technology,Materials Science,https://openreview.net/forum?id=kreJgMPdtf,kreJgMPdtf,,,
Accelerating NLP for Health Equity: Fine-Tuning Binary and Multi-Class Stigma Classifiers in 48 Hours,https://openreview.net/forum?id=zP2eARUsK3,2.0,5.0,3.0,,rejected,B,A,B,C,Interdisciplinary,Computational Social Science,https://openreview.net/forum?id=zP2eARUsK3,zP2eARUsK3,,,
AI Passes Humanityâs Last Exam and Generates Video Tutorials,https://openreview.net/forum?id=EJ8cQFi5cU,2.0,6.0,3.0,,rejected,B,B,B,B,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=EJ8cQFi5cU,EJ8cQFi5cU,,,
"Explicit vs Implicit Representations: A Systematic Comparison of GA-Planes, K-Planes, and NeRF for 2D Matrix Reconstruction",https://openreview.net/forum?id=0peaDMOMk8,2.0,6.0,3.0,,rejected,B,C,C,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=0peaDMOMk8,0peaDMOMk8,,,
Hypergraph Neural Networks for Complex Relational Data: Capturing Higher-Order Dependencies in Real-World Systems,https://openreview.net/forum?id=hv0EdHgQJP,2.0,1.0,2.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=hv0EdHgQJP,hv0EdHgQJP,,,
Quantum Circuit Synthesis via Reinforcement Learning: Automated Design of Efficient Quantum Algorithms,https://openreview.net/forum?id=Hp3rUCPI98,2.0,1.0,2.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=Hp3rUCPI98,Hp3rUCPI98,,,
Next-Gen Model Compression: Tensor Program Synthesis for Beyond Pruning/Quantization Optimization,https://openreview.net/forum?id=3oCWrOf4Gj,2.0,2.0,2.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=3oCWrOf4Gj,3oCWrOf4Gj,,,
Physics-Informed Discrepancy Decomposition and Robust Astrophysical Inference for GW231123,https://openreview.net/forum?id=8DzD2zITNi,2.0,6.0,2.0,,rejected,D,D,D,D,Natural Sciences,Astronomy,https://openreview.net/forum?id=8DzD2zITNi,8DzD2zITNi,,,
Distribution Enforcement via Random Probe: Active Distributional Constraints for Robust Deep Learning,https://openreview.net/forum?id=j24USL1xKd,2.0,2.0,3.0,,rejected,B,D,C,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=j24USL1xKd,j24USL1xKd,,,
The Impact of Training Data Composition on Reinforcement Learning with Verifiable Rewards: Theoretical Analysis and Empirical Investigation,https://openreview.net/forum?id=GitkwMobgt,2.0,4.0,3.0,,rejected,A,D,C,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=GitkwMobgt,GitkwMobgt,,,
On the Failure of a Universal Linear Representation Hypothesis in Deep Neural Networks,https://openreview.net/forum?id=pmfF7wwX6W,1.0,4.0,4.0,,rejected,A,D,C,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=pmfF7wwX6W,pmfF7wwX6W,,,
Beyond Chain-of-Thought: Theory-Grounded Approaches to Elicit Deep Reasoning in LLMs,https://openreview.net/forum?id=Jfx32wFUXq,2.0,6.0,3.0,,rejected,A,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=Jfx32wFUXq,Jfx32wFUXq,,,
MosquitoSwarm: Bio-Inspired Collective Intelligence for Multi-Objective Optimization in Computational Sciences,https://openreview.net/forum?id=1g8lpVSLZ1,2.0,3.0,2.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=1g8lpVSLZ1,1g8lpVSLZ1,,,
From Monoliths to Pharmacists-at-Scale: Patient-Aware Multi-Agent Reasoning Tames Million-Dimensional Discovery,https://openreview.net/forum?id=88lrbJ8PTe,2.0,6.0,2.0,,rejected,D,D,C,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=88lrbJ8PTe,88lrbJ8PTe,,,
Geometric Structure of PINN Latent Space for Burger's Equation: Low-Dimensional Manifolds and Initial Condition Encoding,https://openreview.net/forum?id=xE6L2AQLex,2.0,6.0,4.0,2.0,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=xE6L2AQLex,xE6L2AQLex,,,
Principled Adaptive Loss Functions: An Information-Theoretic Framework for Dynamic Optimization in Deep Learning,https://openreview.net/forum?id=wWqcNQF7dH,2.0,1.0,2.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=wWqcNQF7dH,wWqcNQF7dH,,,
Enhancing Pre-Training Data Detection via Multi-Layer Concentration Analysis in Large Language Models,https://openreview.net/forum?id=L5gDfr4GdF,2.0,3.0,3.0,,rejected,C,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=L5gDfr4GdF,L5gDfr4GdF,,,
Agentic AutoSurvey: Let Agentic LLM Survey LLMs,https://openreview.net/forum?id=5cqTODhW4g,2.0,2.0,4.0,,rejected,A,C,C,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=5cqTODhW4g,5cqTODhW4g,,,
AI-guided prediction of liposomal multi-antioxidant formulations mimicking the human antioxidant network,https://openreview.net/forum?id=k3NZexoWr6,2.0,2.0,3.0,,rejected,C,B,C,D,Life & Health Sciences,Medicine & Health,https://openreview.net/forum?id=k3NZexoWr6,k3NZexoWr6,,,
Double Helix Effect: AI-Driven Cross-Cultural Cognitive Simulation and China's Layered International Influence Communication Model,https://openreview.net/forum?id=xQG4Ten4mf,2.0,3.0,2.0,,rejected,B,C,B,B,Social Sciences,Communication & Media,https://openreview.net/forum?id=xQG4Ten4mf,xQG4Ten4mf,,,
AthlyticsMind: A Tailored LLM-based Conversational Agent to Mitigate Stigma and Support Elite Athlete Mental Health,https://openreview.net/forum?id=k1jcU6HZta,3.0,5.0,4.0,2.0,rejected,C,C,C,C,Interdisciplinary,Cognitive Science,https://openreview.net/forum?id=k1jcU6HZta,k1jcU6HZta,,,
CellDreamer: World Model-Based Reinforcement Learning for Neural Cell Culture Optimization,https://openreview.net/forum?id=CQ8MenNpW4,3.0,5.0,3.0,,rejected,B,C,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=CQ8MenNpW4,CQ8MenNpW4,,,
Cultural Dynamics in Multi-Agent Systems: Joint Effects of Individual Openness and Information Flow on Culture Dissemination,https://openreview.net/forum?id=4UmxrtV7eY,2.0,6.0,4.0,3.0,rejected,B,D,C,C,Interdisciplinary,Computational Social Science,https://openreview.net/forum?id=4UmxrtV7eY,4UmxrtV7eY,,,
SciVerify-Digits: A Benchmark for Probing Multimodal Scientific Claim Verification,https://openreview.net/forum?id=aubtELkhDi,3.0,4.0,2.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=aubtELkhDi,aubtELkhDi,,,
Challenges in Multimodal Scientific Claim Verification Using Simplified Visual Data,https://openreview.net/forum?id=ZpW3U6NkS7,2.0,2.0,2.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=ZpW3U6NkS7,ZpW3U6NkS7,,,
Beyond Hallucinations - The Dao of Discernment for Trustworthy AI,https://openreview.net/forum?id=ge6aUTPvYE,2.0,5.0,2.0,,rejected,B,C,C,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=ge6aUTPvYE,ge6aUTPvYE,,,
CSS Threshold-Model BDD Monte Carlo with Distributed Coexistence Noise for Hollow-Core Fibers,https://openreview.net/forum?id=lWHSiQpRIr,3.0,6.0,2.0,,rejected,A,A,A,A,Natural Sciences,Physics,https://openreview.net/forum?id=lWHSiQpRIr,lWHSiQpRIr,,,
"How Large Language Models Perform Arithmetic Reasoning in 2025: Capabilities, Limitations, and Performance Patterns",https://openreview.net/forum?id=MYEr4iPFMn,2.0,6.0,4.0,2.0,rejected,B,C,C,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=MYEr4iPFMn,MYEr4iPFMn,,,
Interpretable Feature Engineering for Nanopore Sequencing Basecalling: Learning Biophysical Patterns in Pore Models,https://openreview.net/forum?id=xEjie6Puap,2.0,6.0,2.0,,rejected,D,Not found,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=xEjie6Puap,xEjie6Puap,,,
Does Regularizing Fluoxetine Intake Time Improve Depression Symptoms? A Single-Subject Study,https://openreview.net/forum?id=cNGI9La4Ks,3.0,6.0,2.0,,rejected,C,D,D,D,Social Sciences,Psychology,https://openreview.net/forum?id=cNGI9La4Ks,cNGI9La4Ks,,,
Long-range Nonreciprocal Ising Model,https://openreview.net/forum?id=KUp89TfOZE,2.0,2.0,4.0,,rejected,D,C,D,C,Natural Sciences,Physics,https://openreview.net/forum?id=KUp89TfOZE,KUp89TfOZE,,,
Hybrid End-to-End Knowledge Graph Construction and Validation: A Cross-Domain Study with LLM-as-a-Judge,https://openreview.net/forum?id=NiUl3EkvIW,2.0,3.0,3.0,,rejected,A,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=NiUl3EkvIW,NiUl3EkvIW,,,
The Equivalent Inclusion Method as a Transferable Mathematical Primitive for Science Agents,https://openreview.net/forum?id=aOLM3NmX5V,3.0,6.0,3.0,2.0,rejected,B,B,A,C,Mathematics & Statistics,Pure & Applied Mathematics,https://openreview.net/forum?id=aOLM3NmX5V,aOLM3NmX5V,,,
Building PhilKG: An LLM-Powered Knowledge Graph from the Stanford Encyclopedia of Philosophy,https://openreview.net/forum?id=yvk5HRVGQr,1.0,1.0,3.0,,rejected,C,D,D,D,Humanities & Arts,Philosophy,https://openreview.net/forum?id=yvk5HRVGQr,yvk5HRVGQr,,,
Reconstructing Reality: A Collective Social Simulation of Belief Propagation from Distributed Evidence,https://openreview.net/forum?id=TTPrLmI1xH,2.0,4.0,4.0,,rejected,A,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=TTPrLmI1xH,TTPrLmI1xH,,,
Phase Transitions and Hub Vulnerability in Networked Truth Recovery under Misinformation,https://openreview.net/forum?id=xYUNkQ4vKK,3.0,6.0,5.0,2.0,rejected,B,D,C,C,Interdisciplinary,Computational Social Science,https://openreview.net/forum?id=xYUNkQ4vKK,xYUNkQ4vKK,,,
Bridging the Simulation-to-Reality Gap: A Hybrid Data-Driven Framework for AI-based Prediction of Building Energy Retrofit Performance,https://openreview.net/forum?id=TaHeCGU69A,2.0,6.0,3.0,,rejected,B,A,B,B,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=TaHeCGU69A,TaHeCGU69A,,,
UNMERGE: Verifiable Model Capability Attribution via Sparse Coding,https://openreview.net/forum?id=EUSuMA1H98,3.0,6.0,3.0,3.0,rejected,D,C,C,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=EUSuMA1H98,EUSuMA1H98,,,
Hierarchical Meta-Learning for Cancer Pathway Signatures: A Novel Framework for Few-Shot Cancer Type Discovery,https://openreview.net/forum?id=oALqqvTcMt,3.0,6.0,4.0,2.0,rejected,B,B,B,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=oALqqvTcMt,oALqqvTcMt,,,
Building an AI-Driven Research Knowledge Graph for Problem Discovery and Organization,https://openreview.net/forum?id=gBmfD0QYPs,2.0,6.0,2.0,,rejected,B,B,B,B,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=gBmfD0QYPs,gBmfD0QYPs,,,
Boosting-Inspired Validation of Retrieval-Augmented Generation in Structured Scientific Knowledge Bases,https://openreview.net/forum?id=Q0oGPmOM8Q,2.0,3.0,2.0,,rejected,B,C,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=Q0oGPmOM8Q,Q0oGPmOM8Q,,,
From Player to System: An Agent-Based Framework for Modeling Human Performance in Tennis,https://openreview.net/forum?id=U9kGYbIito,2.0,1.0,3.0,,rejected,B,NA,NA,B,Life & Health Sciences,Medicine & Health,https://openreview.net/forum?id=U9kGYbIito,U9kGYbIito,,,
Evaluating Large Language Models as AI Agents for Cross-Border Healthcare Delivery in the European Union,https://openreview.net/forum?id=Oirsciu0hZ,2.0,6.0,3.0,,rejected,C,B,C,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=Oirsciu0hZ,Oirsciu0hZ,,,
Beyond Statistical Patterns: Integrating Textual Domain Knowledge with Causal Discovery for Calibrated Uncertainty Estimation,https://openreview.net/forum?id=9uMgJR2mBc,3.0,5.0,3.0,,rejected,D,C,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=9uMgJR2mBc,9uMgJR2mBc,,,
Beyond Game Theory Optimal: Profit-Maximizing Poker Agents for No-Limit Holdâem,https://openreview.net/forum?id=Xh0s29VtbH,2.0,1.0,2.0,,rejected,B,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=Xh0s29VtbH,Xh0s29VtbH,,,
AI Unsheathed: Testing Human-AI Collaboration Through Deck Construction in Competitive Strategy Games,https://openreview.net/forum?id=3Ik03urmXD,2.0,6.0,3.0,,rejected,Not found,Not found,Not found,Not found,Computer & Data Sciences,HumanâComputer Interaction,https://openreview.net/forum?id=3Ik03urmXD,3Ik03urmXD,,,
Targeting Neuronal Signaling Pathways in Glioblastoma Identifies Novel Therapeutic Opportunities,https://openreview.net/forum?id=wpYnS2qBBX,2.0,1.0,3.0,,rejected,C,C,C,C,Life & Health Sciences,Neuroscience,https://openreview.net/forum?id=wpYnS2qBBX,wpYnS2qBBX,,,
$$ The\ Endoplasmic\ Reticulum:\ A\ Central\ Hub\ for\ Dermal\ Collagen\ Quality\ Control\ and\ Its\ Profound\ Implications\ for\ Skin\ Health\ and\ Disease $$,https://openreview.net/forum?id=qCGHmXvgWh,1.0,1.0,2.0,,rejected,C,D,D,D,Life & Health Sciences,Medicine & Health,https://openreview.net/forum?id=qCGHmXvgWh,qCGHmXvgWh,,,
A Novel Human-Computer Interaction Design for Enhancing Accessibility in Early-Stage Alzheimer's Disease,https://openreview.net/forum?id=RocBBSeKW5,2.0,3.0,4.0,,rejected,B,B,B,B,Computer & Data Sciences,HumanâComputer Interaction,https://openreview.net/forum?id=RocBBSeKW5,RocBBSeKW5,,,
Exploring cardiac remodeling through atrial  f  ibrillation burden monitoring using a 72-hour  wearable ECG device and machine learning methods,https://openreview.net/forum?id=qoKZuu16dk,2.0,3.0,4.0,,rejected,A,A,A,C,Life & Health Sciences,Medicine & Health,https://openreview.net/forum?id=qoKZuu16dk,qoKZuu16dk,,,
Multimodal Representation Engineering for Robust AI Alignment,https://openreview.net/forum?id=3agwfP3euK,2.0,6.0,5.0,2.0,rejected,D,C,C,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=3agwfP3euK,3agwfP3euK,,,
A Multi-Theoretical Framework for Analyzing Gender Framing Effects in Large Language Models,https://openreview.net/forum?id=VuEXcpLp29,2.0,3.0,3.0,,rejected,C,D,D,B,Computer & Data Sciences,HumanâComputer Interaction,https://openreview.net/forum?id=VuEXcpLp29,VuEXcpLp29,,,
AI-Driven Generation and Evaluation of a Personalized AP Chemistry Question Framework Using Item Response Theory: A Computational Proof-of-Concept,https://openreview.net/forum?id=5Hit4lIpkl,2.0,6.0,3.0,,rejected,C,C,B,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=5Hit4lIpkl,5Hit4lIpkl,,,
The Self-Consistent Hallucination Loop (SCHL): Emergent Bias in Multi-Agent AI-Driven Scientific Review,https://openreview.net/forum?id=4GS2ThfKZl,2.0,6.0,2.0,,rejected,C,D,C,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=4GS2ThfKZl,4GS2ThfKZl,,,
Mutual Wanting in Human--AI Interaction: Empirical Evidence from Large-Scale Analysis of GPT Model Transitions,https://openreview.net/forum?id=N6zS6EgzTw,2.0,6.0,2.0,,rejected,B,B,A,B,Computer & Data Sciences,HumanâComputer Interaction,https://openreview.net/forum?id=N6zS6EgzTw,N6zS6EgzTw,,,
